stem,stratum,in_wordnet,wordnet_pos,forms,n_forms,stem_intake
decomposable,wn-adj,True,s,decomposabler decomposablest,2,twl_scrabble_dictionary
decompose,wn-other,True,v,decomposest,1,twl_scrabble_dictionary
decompressional,not-in-wn,False,,decompressionaler decompressionalest,2,
deconceal,not-in-wn,False,,deconcealer,1,
deconfound,not-in-wn,False,,deconfounder,1,
decongestive,not-in-wn,False,,decongestiver decongestivest,2,twl_scrabble_dictionary
deconsecrate,wn-other,True,v,deconsecrater,1,twl_scrabble_dictionary
decontextualizable,not-in-wn,False,,decontextualizabler decontextualizablest,2,
deconvolute,not-in-wn,False,,deconvoluter,1,
decretory,not-in-wn,False,,decretorier decretoriest,2,twl_scrabble_dictionary
decryptable,not-in-wn,False,,decryptabler decryptablest,2,
decumbent,wn-adj,True,s,decumbenter decumbentest,2,twl_scrabble_dictionary
deertick,not-in-wn,False,,deerticker,1,
defaultable,not-in-wn,False,,defaultabler defaultablest,2,
defendable,wn-adj,True,s,defendabler defendablest,2,twl_scrabble_dictionary
defenseless,wn-adj,True,rs,defenselesser defenselessest,2,twl_scrabble_dictionary
defensible,wn-adj,True,s,defensibler defensiblest,2,twl_scrabble_dictionary
defiant,wn-adj,True,a,defianter defiantest,2,twl_scrabble_dictionary
deflatable,not-in-wn,False,,deflatabler deflatablest,2,
deflational,not-in-wn,False,,deflationaler deflationalest,2,
deflationary,wn-adj,True,a,deflationarier deflationariest,2,twl_scrabble_dictionary
deflationistic,not-in-wn,False,,deflationisticer deflationisticest,2,
deflectable,not-in-wn,False,,deflectabler deflectablest,2,twl_scrabble_dictionary
deflectible,not-in-wn,False,,deflectibler deflectiblest,2,
deflectometric,not-in-wn,False,,deflectometricer deflectometricest,2,
defrayable,not-in-wn,False,,defrayabler defrayablest,2,twl_scrabble_dictionary
defringe,not-in-wn,False,,defringer,1,
defrostable,not-in-wn,False,,defrostabler defrostablest,2,
degradable,not-in-wn,False,,degradabler degradablest,2,twl_scrabble_dictionary
degradative,not-in-wn,False,,degradativer degradativest,2,twl_scrabble_dictionary
dehydrative,not-in-wn,False,,dehydrativer dehydrativest,2,
dehydroaromatic,not-in-wn,False,,dehydroaromaticer dehydroaromaticest,2,
dehydrodeoxycholic,not-in-wn,False,,dehydrodeoxycholicer dehydrodeoxycholicest,2,
deinkable,not-in-wn,False,,deinkabler deinkablest,2,
deintegrate,not-in-wn,False,,deintegrater,1,
deject,wn-other,True,v,dejectest,1,twl_scrabble_dictionary
delectable,wn-adj,True,s,delectabler,1,twl_scrabble_dictionary
delegable,not-in-wn,False,,delegabler delegablest,2,twl_scrabble_dictionary
delesseriaceous,not-in-wn,False,,delesseriaceouser delesseriaceousest,2,
deletable,not-in-wn,False,,deletabler deletablest,2,twl_scrabble_dictionary
deleterious,wn-adj,True,s,deleteriouser deleteriousest,2,twl_scrabble_dictionary
delexical,not-in-wn,False,,delexicaler delexicalest,2,
delinquent,wn-adj,True,ns,delinquenter delinquentest,2,twl_scrabble_dictionary
demarcable,not-in-wn,False,,demarcabler demarcablest,2,
demiregular,not-in-wn,False,,demiregularer demiregularest,2,
demisexual,not-in-wn,False,,demisexualer demisexualest,2,
demiurgic,not-in-wn,False,,demiurgicer demiurgicest,2,twl_scrabble_dictionary
demiurgical,not-in-wn,False,,demiurgicaler demiurgicalest,2,twl_scrabble_dictionary
demonic,wn-adj,True,s,demonicer demonicest,2,twl_scrabble_dictionary
demosaic,not-in-wn,False,,demosaicer,1,
demyelinative,not-in-wn,False,,demyelinativer,1,
denasal,not-in-wn,False,,denasaler denasalest,2,
denaturable,not-in-wn,False,,denaturabler denaturablest,2,
denervate,not-in-wn,False,,denervater,1,twl_scrabble_dictionary
deniable,wn-adj,True,a,deniabler deniablest,2,twl_scrabble_dictionary
denigratory,wn-adj,True,s,denigratorier denigratoriest,2,twl_scrabble_dictionary
dentoalveolar,not-in-wn,False,,dentoalveolarer dentoalveolarest,2,
dentoosseous,not-in-wn,False,,dentoosseouser dentoosseousest,2,
dentulous,not-in-wn,False,,dentulouser dentulousest,2,twl_scrabble_dictionary
denudational,not-in-wn,False,,denudationaller denudationallest,2,
denudative,not-in-wn,False,,denudativer denudativest,2,
denumerable,wn-adj,True,s,denumerabler denumerablest,2,twl_scrabble_dictionary
denunciative,wn-adj,True,s,denunciativer denunciativest,2,twl_scrabble_dictionary
deobstructive,not-in-wn,False,,deobstructiver,1,
deoxyheptonic,not-in-wn,False,,deoxyheptonicer deoxyheptonicest,2,
deoxyhexonic,not-in-wn,False,,deoxyhexonicer deoxyhexonicest,2,
deoxyhexuronic,not-in-wn,False,,deoxyhexuronicer,1,
dependable,wn-adj,True,as,dependabler dependablest,2,twl_scrabble_dictionary
dependent,wn-adj,True,ans,dependentest,1,twl_scrabble_dictionary
deplate,not-in-wn,False,,deplater,1,
depletable,wn-adj,True,s,depletabler depletablest,2,twl_scrabble_dictionary
depletant,not-in-wn,False,,depletanter depletantest,2,
deplorable,wn-adj,True,s,deplorabler,1,twl_scrabble_dictionary
deployable,not-in-wn,False,,deployabler deployablest,2,twl_scrabble_dictionary
depolish,not-in-wn,False,,depolisher,1,twl_scrabble_dictionary
deportable,not-in-wn,False,,deportabler deportablest,2,twl_scrabble_dictionary
deposable,not-in-wn,False,,deposabler deposablest,2,twl_scrabble_dictionary
deputable,not-in-wn,False,,deputabler deputablest,2,twl_scrabble_dictionary
derisory,wn-adj,True,s,derisorier derisoriest,2,twl_scrabble_dictionary
dermatofibromatous,not-in-wn,False,,dermatofibromatouser dermatofibromatousest,2,
dermatogenous,not-in-wn,False,,dermatogenouser dermatogenousest,2,
dermatoglyphical,not-in-wn,False,,dermatoglyphicaler dermatoglyphicalest,2,
dermatographical,not-in-wn,False,,dermatographicaler dermatographicalest,2,
dermatohistopathologic,not-in-wn,False,,dermatohistopathologicer dermatohistopathologicest,2,
dermatoid,not-in-wn,False,,dermatoider dermatoidest,2,twl_scrabble_dictionary
dermatological,wn-adj,True,a,dermatologicaler dermatologicalest,2,twl_scrabble_dictionary
dermatolytic,not-in-wn,False,,dermatolyticer dermatolyticest,2,
dermatomycotic,not-in-wn,False,,dermatomycoticer dermatomycoticest,2,
dermatonecrotic,not-in-wn,False,,dermatonecroticer dermatonecroticest,2,
dermatoneural,not-in-wn,False,,dermatoneuraler dermatoneuralest,2,
dermatopathologic,not-in-wn,False,,dermatopathologicer dermatopathologicest,2,
dermatopathological,not-in-wn,False,,dermatopathologicaler dermatopathologicalest,2,
dermatopathy,not-in-wn,False,,dermatopathier dermatopathiest,2,
dermatophagic,not-in-wn,False,,dermatophagicer dermatophagicest,2,
dermatophagous,not-in-wn,False,,dermatophagouser dermatophagousest,2,
dermatoptic,not-in-wn,False,,dermatopticer,1,
dermoid,not-in-wn,False,,dermoider dermoidest,2,twl_scrabble_dictionary
descant,wn-other,True,nv,descantest,1,twl_scrabble_dictionary
descendible,not-in-wn,False,,descendibler descendiblest,2,twl_scrabble_dictionary
desegregative,not-in-wn,False,,desegregativer desegregativest,2,
desensitizable,not-in-wn,False,,desensitizabler,1,
desiccative,not-in-wn,False,,desiccativer desiccativest,2,twl_scrabble_dictionary
desiderative,not-in-wn,False,,desiderativer desiderativest,2,twl_scrabble_dictionary
deskful,not-in-wn,False,,deskfuler deskfulest,2,
desolative,not-in-wn,False,,desolativer desolativest,2,
desorbable,not-in-wn,False,,desorbabler desorbablest,2,
despatchable,not-in-wn,False,,despatchabler despatchablest,2,
desynchronise,wn-other,True,v,desynchroniser,1,
detectable,wn-adj,True,s,detectabler detectablest,2,twl_scrabble_dictionary
deterrable,not-in-wn,False,,deterrabler deterrablest,2,twl_scrabble_dictionary
detersive,wn-adj,True,s,detersiver detersivest,2,twl_scrabble_dictionary
detestable,wn-adj,True,s,detestabler,1,twl_scrabble_dictionary
detractive,wn-adj,True,s,detractiver detractivest,2,twl_scrabble_dictionary
detribal,not-in-wn,False,,detribaler detribalest,2,
detumble,not-in-wn,False,,detumbler,1,
deuteranomalous,not-in-wn,False,,deuteranomalouser deuteranomalousest,2,twl_scrabble_dictionary
deuterostomous,not-in-wn,False,,deuterostomouser deuterostomousest,2,
devastative,not-in-wn,False,,devastativer devastativest,2,twl_scrabble_dictionary
devilish,wn-adj,True,rs,devilisher devilishest,2,twl_scrabble_dictionary
devious,wn-adj,True,s,deviouser deviousest,2,twl_scrabble_dictionary
dexterous,wn-adj,True,s,dexterouser dexterousest,2,twl_scrabble_dictionary
dextral,wn-adj,True,as,dextraler dextralest,2,twl_scrabble_dictionary
dextrinous,not-in-wn,False,,dextrinouser dextrinousest,2,
dextrocerebral,not-in-wn,False,,dextrocerebraler dextrocerebralest,2,
dextrogyrous,not-in-wn,False,,dextrogyrouser dextrogyrousest,2,
dextrorotary,wn-adj,True,s,dextrorotarier dextrorotariest,2,twl_scrabble_dictionary
dextrorse,wn-adj,True,s,dextrorser dextrorsest,2,twl_scrabble_dictionary
dextrous,wn-adj,True,s,dextrouser dextrousest,2,twl_scrabble_dictionary
diabatic,wn-adj,True,a,diabaticer diabaticest,2,
diabetic,wn-adj,True,ans,diabeticcer diabeticcest,2,twl_scrabble_dictionary
diabetogenic,not-in-wn,False,,diabetogenicer diabetogenicest,2,twl_scrabble_dictionary
diabolical,wn-adj,True,s,diabolicaler diabolicalest,2,twl_scrabble_dictionary
diabrotic,not-in-wn,False,,diabroticer diabroticest,2,
diacetin,not-in-wn,False,,diacetiner diacetinest,2,
diacetyl,not-in-wn,False,,diacetyler diacetylest,2,twl_scrabble_dictionary
diachronic,wn-adj,True,a,diachronicer diachronicest,2,twl_scrabble_dictionary
diaclastic,not-in-wn,False,,diaclasticer diaclasticest,2,
diaconical,not-in-wn,False,,diaconicaler diaconicalest,2,
diacritic,wn-adj,True,ns,diacriticer diacriticest,2,twl_scrabble_dictionary
diacrotic,not-in-wn,False,,diacroticer diacroticest,2,
diactinic,not-in-wn,False,,diactinicer diactinicest,2,twl_scrabble_dictionary
diadelphous,not-in-wn,False,,diadelphouser diadelphousest,2,twl_scrabble_dictionary
diadematoid,not-in-wn,False,,diadematoider diadematoidest,2,
diadic,not-in-wn,False,,diadicer diadicest,2,
diadochokinetic,not-in-wn,False,,diadochokineticer diadochokineticest,2,
diadromous,wn-adj,True,a,diadromouser diadromousest,2,twl_scrabble_dictionary
diadynamic,not-in-wn,False,,diadynamicer diadynamicest,2,
diaeretic,not-in-wn,False,,diaereticer diaereticest,2,twl_scrabble_dictionary
diafiltrate,not-in-wn,False,,diafiltrater,1,
diagenetic,not-in-wn,False,,diageneticer diageneticest,2,twl_scrabble_dictionary
diaglyphic,not-in-wn,False,,diaglyphicer diaglyphicest,2,
diagnosable,wn-adj,True,s,diagnosabler diagnosablest,2,twl_scrabble_dictionary
diagnostic,wn-adj,True,as,diagnosticest,1,twl_scrabble_dictionary
diagonal,wn-adj,True,ns,diagonaler diagonalest,2,twl_scrabble_dictionary
diagonalizable,wn-adj,True,a,diagonalizabler diagonalizablest,2,twl_scrabble_dictionary
diagrammable,not-in-wn,False,,diagrammabler diagrammablest,2,twl_scrabble_dictionary
dialectical,wn-adj,True,a,dialecticaler dialecticalest,2,twl_scrabble_dictionary
dialectological,not-in-wn,False,,dialectologicaler dialectologicalest,2,twl_scrabble_dictionary
diastral,not-in-wn,False,,diastraller diastrallest,2,twl_scrabble_dictionary
diazometric,not-in-wn,False,,diazometricer diazometricest,2,
diazopositive,not-in-wn,False,,diazopositiver diazopositivest,2,
dibenzoyltartaric,not-in-wn,False,,dibenzoyltartaricer dibenzoyltartaricest,2,
dibiontic,not-in-wn,False,,dibionticer dibionticest,2,
dibromolevulinic,not-in-wn,False,,dibromolevulinicer dibromolevulinicest,2,
dicatalectic,not-in-wn,False,,dicatalecticer dicatalecticest,2,
dicationic,not-in-wn,False,,dicationicer dicationicest,2,
dicentric,not-in-wn,False,,dicentricer dicentricest,2,twl_scrabble_dictionary
dichogamous,not-in-wn,False,,dichogamouser dichogamousest,2,twl_scrabble_dictionary
dichotic,not-in-wn,False,,dichoticer dichoticest,2,twl_scrabble_dictionary
dichotomous,wn-adj,True,s,dichotomouser,1,twl_scrabble_dictionary
dictional,not-in-wn,False,,dictionaler dictionalest,2,twl_scrabble_dictionary
didymous,not-in-wn,False,,didymouser didymousest,2,twl_scrabble_dictionary
diecious,not-in-wn,False,,dieciouser dieciousest,2,twl_scrabble_dictionary
diencephalic,not-in-wn,False,,diencephalicer diencephalicest,2,twl_scrabble_dictionary
diestrous,wn-adj,True,s,diestrouser diestrousest,2,twl_scrabble_dictionary
dietary,wn-adj,True,an,dietarier dietariest,2,twl_scrabble_dictionary
diffusible,not-in-wn,False,,diffusibler diffusiblest,2,twl_scrabble_dictionary
difunctional,not-in-wn,False,,difunctionaler difunctionalest,2,twl_scrabble_dictionary
digallic,not-in-wn,False,,digallicer digallicest,2,
digamous,not-in-wn,False,,digamouser digamousest,2,twl_scrabble_dictionary
digenetic,not-in-wn,False,,digeneticer digeneticest,2,twl_scrabble_dictionary
digitipinnate,not-in-wn,False,,digitipinnater digitipinnatest,2,
digitisable,not-in-wn,False,,digitisabler digitisablest,2,
diglycollamic,not-in-wn,False,,diglycollamicer diglycollamicest,2,
digressional,not-in-wn,False,,digressionaler digressionalest,2,twl_scrabble_dictionary
digressionary,not-in-wn,False,,digressionarier digressionariest,2,twl_scrabble_dictionary
digynic,not-in-wn,False,,digynicer digynicest,2,
dihydrobenzenoid,not-in-wn,False,,dihydrobenzenoider dihydrobenzenoidest,2,
dihydrobetulinic,not-in-wn,False,,dihydrobetulinicer dihydrobetulinicest,2,
dihydrocaffeic,not-in-wn,False,,dihydrocaffeicer dihydrocaffeicest,2,
dihydrofolic,not-in-wn,False,,dihydrofolicer dihydrofolicest,2,
dihydroxyglutaric,not-in-wn,False,,dihydroxyglutaricer dihydroxyglutaricest,2,
dihydroxypropanoic,not-in-wn,False,,dihydroxypropanoicer dihydroxypropanoicest,2,
dihydroxystearic,not-in-wn,False,,dihydroxystearicer dihydroxystearicest,2,
dihydroxytartaric,not-in-wn,False,,dihydroxytartaricer dihydroxytartaricest,2,
dilatable,not-in-wn,False,,dilatabler dilatablest,2,twl_scrabble_dictionary
dileptonic,not-in-wn,False,,dileptonicer dileptonicest,2,
diligent,wn-adj,True,as,diligentest,1,
dimensionable,not-in-wn,False,,dimensionabler dimensionablest,2,
dimensional,wn-adj,True,as,dimensionalest,1,twl_scrabble_dictionary
dimensionful,not-in-wn,False,,dimensionfuler dimensionfulest,2,
dimerous,not-in-wn,False,,dimerouser dimerousest,2,twl_scrabble_dictionary
dimethylaminophenylacetic,not-in-wn,False,,dimethylaminophenylaceticer dimethylaminophenylaceticest,2,
dimethylaminophenylarsinic,not-in-wn,False,,dimethylaminophenylarsinicer,1,
dimethylate,not-in-wn,False,,dimethylater,1,
dimmable,not-in-wn,False,,dimmabler dimmablest,2,twl_scrabble_dictionary
dimorphic,wn-adj,True,a,dimorphicer dimorphicest,2,twl_scrabble_dictionary
dimorphous,wn-adj,True,a,dimorphouser dimorphousest,2,twl_scrabble_dictionary
diphenylphosphinous,not-in-wn,False,,diphenylphosphinouser diphenylphosphinousest,2,
diphenylphosphoric,not-in-wn,False,,diphenylphosphoricer diphenylphosphoricest,2,
diphonic,not-in-wn,False,,diphonicer diphonicest,2,
diphtheritic,not-in-wn,False,,diphtheriticer diphtheriticest,2,twl_scrabble_dictionary
diphtheroid,not-in-wn,False,,diphtheroider diphtheroidest,2,twl_scrabble_dictionary
diphtheronecrotic,not-in-wn,False,,diphtheronecroticer diphtheronecroticest,2,
diploidic,not-in-wn,False,,diploidicest,1,twl_scrabble_dictionary
diplolepidous,not-in-wn,False,,diplolepidouser diplolepidousest,2,
dipolar,wn-adj,True,a,dipolarer dipolarest,2,twl_scrabble_dictionary
dippable,not-in-wn,False,,dippabler dippablest,2,twl_scrabble_dictionary
dipteral,not-in-wn,False,,dipteraler dipteralest,2,twl_scrabble_dictionary
dipterous,wn-adj,True,a,dipterouser dipterousest,2,twl_scrabble_dictionary
diquinonoid,not-in-wn,False,,diquinonoider diquinonoidest,2,
diradicaloid,not-in-wn,False,,diradicaloider diradicaloidest,2,
directable,not-in-wn,False,,directabler directablest,2,
directional,wn-adj,True,as,directionaler directionalest,2,twl_scrabble_dictionary
directionless,wn-adj,True,s,directionlesser directionlessest,2,twl_scrabble_dictionary
direful,wn-adj,True,s,direfuler direfulest,2,twl_scrabble_dictionary
direst,wn-adj,True,s,direstest,1,twl_scrabble_dictionary
dirgeful,not-in-wn,False,,dirgefuler dirgefulest,2,twl_scrabble_dictionary
disaffect,wn-other,True,v,disaffecter disaffectest,2,twl_scrabble_dictionary
disassemble,wn-other,True,v,disassembler,1,twl_scrabble_dictionary
disbud,wn-other,True,v,disbuddest,1,twl_scrabble_dictionary
discardable,not-in-wn,False,,discardabler discardablest,2,twl_scrabble_dictionary
discernable,wn-adj,True,a,discernabler discernablest,2,twl_scrabble_dictionary
discernible,wn-adj,True,as,discernibler discerniblest,2,twl_scrabble_dictionary
dischargeable,not-in-wn,False,,dischargeabler dischargeablest,2,twl_scrabble_dictionary
disciplinable,not-in-wn,False,,disciplinabler disciplinablest,2,twl_scrabble_dictionary
disciplinal,wn-adj,True,s,disciplinaler disciplinalest,2,twl_scrabble_dictionary
discloseable,not-in-wn,False,,discloseabler discloseablest,2,
discomfortable,not-in-wn,False,,discomfortabler discomfortablest,2,twl_scrabble_dictionary
discongruent,not-in-wn,False,,discongruenter discongruentest,2,
discongruous,not-in-wn,False,,discongruouser discongruousest,2,
disconnectable,not-in-wn,False,,disconnectabler disconnectablest,2,
discontinuable,not-in-wn,False,,discontinuabler discontinuablest,2,
discrete,wn-adj,True,s,discreter discretest,2,twl_scrabble_dictionary
discrown,not-in-wn,False,,discrowner discrownest,2,twl_scrabble_dictionary
discursive,wn-adj,True,s,discursivest,1,twl_scrabble_dictionary
discussable,not-in-wn,False,,discussabler discussablest,2,twl_scrabble_dictionary
discussible,not-in-wn,False,,discussibler discussiblest,2,twl_scrabble_dictionary
disdainable,not-in-wn,False,,disdainabler disdainablest,2,
disdainful,wn-adj,True,s,disdainfuller,1,twl_scrabble_dictionary
disenable,wn-other,True,v,disenabler disenablest,2,twl_scrabble_dictionary
disenamour,not-in-wn,False,,disenamourer disenamourest,2,
disequivalent,not-in-wn,False,,disequivalenter disequivalentest,2,
disfavourable,not-in-wn,False,,disfavourabler disfavourablest,2,
disfurnish,not-in-wn,False,,disfurnisher,1,twl_scrabble_dictionary
disinflationary,not-in-wn,False,,disinflationarier disinflationariest,2,twl_scrabble_dictionary
disintegrative,wn-adj,True,a,disintegrativer disintegrativest,2,twl_scrabble_dictionary
disinvite,not-in-wn,False,,disinviter disinvitest,2,twl_scrabble_dictionary
dislikeable,not-in-wn,False,,dislikeablest,1,twl_scrabble_dictionary
disloyal,wn-adj,True,a,disloyaler disloyalest,2,twl_scrabble_dictionary
dismal,wn-adj,True,s,dismaller dismallest,2,twl_scrabble_dictionary
displayable,not-in-wn,False,,displayabler displayablest,2,twl_scrabble_dictionary
disprovable,not-in-wn,False,,disprovabler disprovablest,2,twl_scrabble_dictionary
disputable,wn-adj,True,s,disputabler disputablest,2,twl_scrabble_dictionary
disregardful,not-in-wn,False,,disregardfuler disregardfulest,2,twl_scrabble_dictionary
disreputable,wn-adj,True,a,disreputabler disreputablest,2,twl_scrabble_dictionary
disrespect,wn-other,True,nv,disrespectest,1,twl_scrabble_dictionary
disrespectable,not-in-wn,False,,disrespectabler disrespectablest,2,twl_scrabble_dictionary
disrespectful,wn-adj,True,as,disrespectfuller disrespectfullest,2,twl_scrabble_dictionary
disseminable,not-in-wn,False,,disseminabler disseminablest,2,
dissentious,wn-adj,True,s,dissentiouser dissentiousest,2,twl_scrabble_dictionary
dissoluble,wn-adj,True,s,dissolubler dissolublest,2,twl_scrabble_dictionary
dissolvable,wn-adj,True,s,dissolvabler dissolvablest,2,twl_scrabble_dictionary
dissonant,wn-adj,True,s,dissonanter dissonantest,2,twl_scrabble_dictionary
distasteful,wn-adj,True,s,distastefuller distastefullest,2,twl_scrabble_dictionary
distensible,wn-adj,True,s,distensibler distensiblest,2,twl_scrabble_dictionary
distillatory,not-in-wn,False,,distillatorier distillatoriest,2,
distinctive,wn-adj,True,s,distinctivest,1,twl_scrabble_dictionary
distinguishable,wn-adj,True,as,distinguishabler distinguishablest,2,twl_scrabble_dictionary
distoapical,not-in-wn,False,,distoapicaler distoapicalest,2,
distocaudal,not-in-wn,False,,distocaudaler distocaudalest,2,
distocervical,not-in-wn,False,,distocervicaler distocervicalest,2,
distofacial,not-in-wn,False,,distofacialer distofacialest,2,
distolateral,not-in-wn,False,,distolateraler distolateralest,2,
distolingual,not-in-wn,False,,distolingualer distolingualest,2,
distomatous,not-in-wn,False,,distomatouser distomatousest,2,
distomedial,not-in-wn,False,,distomedialer distomedialest,2,
distortional,not-in-wn,False,,distortionaler distortionalest,2,twl_scrabble_dictionary
ditypic,not-in-wn,False,,ditypicer ditypicest,2,
diuretic,wn-other,True,n,diureticer diureticest,2,twl_scrabble_dictionary
divable,not-in-wn,False,,divabler divablest,2,
dividable,wn-adj,True,s,dividabler dividablest,2,twl_scrabble_dictionary
dividual,not-in-wn,False,,dividualer dividualest,2,twl_scrabble_dictionary
docile,wn-adj,True,as,dociler docilest,2,twl_scrabble_dictionary
dockable,not-in-wn,False,,dockabler dockablest,2,
dockless,not-in-wn,False,,docklesser docklessest,2,
docufictional,not-in-wn,False,,docufictionaler docufictionalest,2,
doddering,wn-adj,True,sv,dodderinger dodderingest,2,twl_scrabble_dictionary
dodecaphobic,not-in-wn,False,,dodecaphobicer dodecaphobicest,2,
dodecaphonic,not-in-wn,False,,dodecaphonicer dodecaphonicest,2,twl_scrabble_dictionary
dodecaploid,not-in-wn,False,,dodecaploider dodecaploidest,2,
dodrantal,not-in-wn,False,,dodrantaler dodrantalest,2,
dogear,not-in-wn,False,,dogearer,1,twl_scrabble_dictionary
doggish,not-in-wn,False,,doggisher doggishest,2,twl_scrabble_dictionary
dolesome,not-in-wn,False,,dolesomer dolesomest,2,twl_scrabble_dictionary
dollish,not-in-wn,False,,dollisher dollishest,2,twl_scrabble_dictionary
dolourous,wn-adj,True,s,dolourouser dolourousest,2,
domestic,wn-adj,True,ans,domesticer domesticest,2,twl_scrabble_dictionary
domical,not-in-wn,False,,domicaler domicalest,2,twl_scrabble_dictionary
donnish,wn-adj,True,s,donnisher donnishest,2,twl_scrabble_dictionary
doomful,not-in-wn,False,,doomfuler doomfulest,2,twl_scrabble_dictionary
dopplerian,not-in-wn,False,,dopplerianer dopplerianest,2,
dormant,wn-adj,True,as,dormanter dormantest,2,twl_scrabble_dictionary
dory,wn-other,True,n,doriest,1,twl_scrabble_dictionary
doublefold,not-in-wn,False,,doublefolder,1,
doubtable,not-in-wn,False,,doubtabler doubtablest,2,twl_scrabble_dictionary
dourest,wn-adj,True,s,dourester,1,
dowable,not-in-wn,False,,dowabler dowablest,2,twl_scrabble_dictionary
downbeat,wn-other,True,n,downbeater downbeatest,2,twl_scrabble_dictionary
downblast,not-in-wn,False,,downblaster,1,
downgradable,not-in-wn,False,,downgradabler downgradablest,2,
downloadable,not-in-wn,False,,downloadabler downloadablest,2,twl_scrabble_dictionary
downproof,not-in-wn,False,,downproofer downproofest,2,
downrate,not-in-wn,False,,downrater,1,
downslid,not-in-wn,False,,downslider,1,
downspread,not-in-wn,False,,downspreader,1,
downstream,wn-adj,True,ar,downstreamest,1,twl_scrabble_dictionary
downswung,not-in-wn,False,,downswungest,1,
downtempo,not-in-wn,False,,downtempoer downtempoest,2,
downtitrate,not-in-wn,False,,downtitrater,1,
drabble,not-in-wn,False,,drabbler,1,twl_scrabble_dictionary
draff,not-in-wn,False,,draffer,1,twl_scrabble_dictionary
dramatise,wn-other,True,v,dramatiser,1,twl_scrabble_dictionary
dreamful,not-in-wn,False,,dreamfuller dreamfullest,2,twl_scrabble_dictionary
drear,wn-adj,True,s,drearer drearest,2,twl_scrabble_dictionary
drecky,not-in-wn,False,,dreckier dreckiest,2,twl_scrabble_dictionary
dressable,not-in-wn,False,,dressabler dressablest,2,
drinkless,not-in-wn,False,,drinklesser drinklessest,2,
dromiacean,not-in-wn,False,,dromiaceaner dromiaceanest,2,
dromotropic,not-in-wn,False,,dromotropicer dromotropicest,2,
droppable,not-in-wn,False,,droppabler droppablest,2,twl_scrabble_dictionary
drumfish,wn-other,True,n,drumfisher,1,twl_scrabble_dictionary
drumlin,wn-other,True,n,drumliner,1,twl_scrabble_dictionary
drumstick,wn-other,True,n,drumsticker,1,twl_scrabble_dictionary
dryable,not-in-wn,False,,dryabler dryablest,2,twl_scrabble_dictionary
dryadic,not-in-wn,False,,dryadicer dryadicest,2,twl_scrabble_dictionary
dubious,wn-adj,True,s,dubiouser,1,twl_scrabble_dictionary
duckless,not-in-wn,False,,ducklesser ducklessest,2,
ductless,wn-adj,True,a,ductlesser ductlessest,2,twl_scrabble_dictionary
ductular,not-in-wn,False,,ductularer ductularest,2,
duddie,not-in-wn,False,,duddier duddiest,2,twl_scrabble_dictionary
due,wn-adj,True,anrs,dueest,1,twl_scrabble_dictionary
duelistic,not-in-wn,False,,duelisticer duelisticest,2,
dupable,not-in-wn,False,,dupabler dupablest,2,twl_scrabble_dictionary
duplicative,not-in-wn,False,,duplicativer duplicativest,2,twl_scrabble_dictionary
duplicitous,wn-adj,True,s,duplicitouser duplicitousest,2,twl_scrabble_dictionary
dustbinful,not-in-wn,False,,dustbinfuller dustbinfullest,2,
duteous,wn-adj,True,s,duteouser duteousest,2,twl_scrabble_dictionary
dutiable,wn-adj,True,s,dutiabler dutiablest,2,twl_scrabble_dictionary
dutiful,wn-adj,True,s,dutifuler dutifulest,2,twl_scrabble_dictionary
dysenterial,not-in-wn,False,,dysenterialer dysenterialest,2,
dysenterical,not-in-wn,False,,dysentericaler dysentericalest,2,
dysesthetic,not-in-wn,False,,dysestheticer dysestheticest,2,
dyseutrophic,not-in-wn,False,,dyseutrophicer dyseutrophicest,2,
dysexecutive,not-in-wn,False,,dysexecutiver dysexecutivest,2,
dysgammaglobulinaemic,not-in-wn,False,,dysgammaglobulinaemicer dysgammaglobulinaemicest,2,
dysgenesic,not-in-wn,False,,dysgenesiccer dysgenesiccest,2,
dysgenical,not-in-wn,False,,dysgenicaler dysgenicalest,2,
dysgonic,not-in-wn,False,,dysgonicer dysgonicest,2,
earlybird,not-in-wn,False,,earlybirder,1,
earthful,not-in-wn,False,,earthfuller earthfullest,2,
easeful,not-in-wn,False,,easefuler easefulest,2,twl_scrabble_dictionary
eccentric,wn-adj,True,ans,eccentricer eccentricest,2,twl_scrabble_dictionary
echoid,not-in-wn,False,,echoider echoidest,2,
eclectic,wn-adj,True,ns,eclecticer eclecticest,2,twl_scrabble_dictionary
eclipsable,not-in-wn,False,,eclipsabler eclipsablest,2,
ecliptic,wn-other,True,n,eclipticer eclipticest,2,twl_scrabble_dictionary
eclogitic,not-in-wn,False,,eclogiticer eclogiticest,2,
ecoacoustic,not-in-wn,False,,ecoacousticer,1,
ecobabble,wn-other,True,n,ecobabbler,1,
ecozoic,not-in-wn,False,,ecozoicer ecozoicest,2,
ecstatic,wn-adj,True,s,ecstaticer ecstaticest,2,twl_scrabble_dictionary
ectatic,not-in-wn,False,,ectaticer ectaticest,2,twl_scrabble_dictionary
ectocytic,not-in-wn,False,,ectocyticer ectocyticest,2,
ectogeneous,not-in-wn,False,,ectogeneouser ectogeneousest,2,
ectoglobular,not-in-wn,False,,ectoglobularer ectoglobularest,2,
ectognathous,not-in-wn,False,,ectognathouser ectognathousest,2,
ectohydrolytic,not-in-wn,False,,ectohydrolyticer ectohydrolyticest,2,
